sentiment,txt
0,  مقال مخيف عن وزير العدل؛ أيعقل أن كل هذا يجري في وزارة اسمها وزارة العدل ؟    
0,  اقدر افرش لك من احلامي حرير - واوهمك  بالحُب   واقدر اقنعك    بس انا حبيتك ، من قلبّ وضمير - واصدق الاحساس يرفض يخدعك 
0,البعض لم يتغيّرون عليك فقط ظهرو على حقيقتهم
0,    عرفنا لما قتل هتلر نصف اليهود  وعرف العالم كله عن طريق نصفهم  الباقي بأننا أنصاف رجال  #واذلاه  #العرب  #مصر  #
1, اخي العزيز ارجو ان يكون جوابي شافيا و اسف على الاطاله
1, ههههه اه يا عبقري حلوة فعلا
1,  رائع شعار الحملة الفضائية  مصر والسعودية قلب أهل السنة وجزى الله مشايخنا في مصر والسعودية خيرا على جهودهم في نبذ الفرقة  # #
0,  ولكن يحز في نفس شعب البحرين ان يشاهد قناة دولة شقيقة تتصرف وكأنها قناة  # #
0, آآآآع شسسوي مآ يششتغغل الففيس > -<
1,إعطاء الطفل بعضا من الأهمية يقلل من مشاغبته التي تكون غالبا ناتجة عن رغبة في لفت الانتباه إلى ما يقوم به
0,     #ربعجويهل       الكلاب على أشكالها تقع  ههههههههه
1,    أخوي المحترم   رتويت جعل يدك ماتمس النار  إدعم حساب إسلامي بــ رتويت🌻  لــ يصل لــ أكبر عدد ممكن🌹  ♥♥  رتويت بلاتردد
1,البدر ابن عمي كامل في السمااا ههه
1,أبيك تحكي وش مكآنــي بـدنيآك ودي أعرف فـــي حيآتك مكآني♥
1,  لا تبخل على شفيع الامه ب الصلاة عليه   [ اللهم صلي وسلم عليه ]    ♥
0,   العب بعييييد  و لا تتصيد في الماء العكر الامارات اكبر عنك و عن اشكالك
0,  هْـْْْـْْْْـْْْْْـْْْْْْـْْْْْْـْْْْْْْـْْْْْْْـْْْْْْْْـْْْْْـْْْْْْـْْْْْْْـْْْْْْـْْْْْـْْْْلاْْ ھذي زخرفه بالله تقول مرسل صحن لقيمات
1,دع الدنيا تفعل ما تشاء فهي لن تتجرأ ان تفعل اكثر مما كتبه الله لك 
1,  المطوع لــحياد توقيعي للنصر غير صحيحوشعوري لا يوصف وأنا أسافر لإستلام جائزة هداف العالم    ☺ كبيييير يا بدرااان #
0,لي صاحبٍ ، صبيت دمي له فـ كوب  كبّه ، وهو يضحك ، وأنا هناك  منصاب
1,  أجمل ما يجمعنا في الحياة حب الله عز وجل والإيمان به خالقاً ورازقاً وهادياً ومنزلاً لنا رحمته للعالمين حبيبي محمد خاتم الأنبياء والمرسلين
0, على ؟ إذآ كآن على الشي حق الزعل أبد لو تبين الحين أوريك مآعندي مشآكل ;
1,يسعد صباحكن 
0,  يتكلم عن الفساد وانه ماقدر يدخل على الملك وان التويجري متحكم بكلش وعصبوا عليه الربع وقطعوا عنه كلش
1,ٱآآآٱםـ♥ـيّـٍـٍڼّ يأرب 
0,ۆشلون يغريگ القسى وانت ليّن ؟؟  
0,  أشبعيني قُربًا  فيومًا ما سأرحلُ دون وداعٍ  يا صديقتي 
1,  {{ وإذا سَأَلَكَ عِبادي عَنِّي فَإَنِّي قَريبٌ أُجَيبُ دَعْوَةَ الدَّاعِ إِذا دَعانِ }}
1,لك فـي ضلـوعي شـاعرٍ ما بعـد نـام  وان نـام هاجـوس القصايـد يفيقـه  أصـدق من الدمعـة على خـدود الايام وأحـن من قلـب الشقيـق لشقيـقه <
1,مآبيعہ لين هالقلبّ يفآرق دقآتہ ♡
1,البـوآبه الوحــيده لــ تحـقيق الآمــانيهـو سجــودك لـمن جعــلك تعــيش حتــى هـذا الــيوم ♥ 
1,أخييييرا دلوقتى تقدر تشغل أى أغنية على بروفايلك يسمعها أي حد يدخل عليه أدخل على البروفايل ده هتسمع اغنية حلوة 
0,قل للصباح اللي خذاك ونساني اني تعبت ابني بالاحـلام بكره
0,العباسية الان و الهتاف الان  والله زمان وبعوده ليلة ابوكو ليلة سوده
0,“هناك أشخاص اعتادوا أنني ابحث عنهم  وعندما تركت لهُم حرية البعد ، ظنوا أنني متغير عفوا أحبتي لن اكون قريبا الإ لمن يبادلني الوصل”
1, إيه $ يامابي غير ققق عن كل الكورين واليابانين شيئ ثاني $$
0,ألا ينظرون إلى اللاعبين الأوروبيين؟ سكولز+ لامبارد + + الظاهره رونالدو  بعضهم لازال في المستطيل ورواتبهم تفوق رواتب لاعبينا مجتمعة
0,   البنت اللي تعشق لها بنت لا تشم رائحة الجنة فقط للتذكير☺
0,  “   ا يوجد فرق بين لون الملح ولون السكر  كلاهما نفس اللون ولكن ستعرف الفرق بعد التجربہ كذلک البشر   #دررر
1,#خالدعلي   لسنا ضد رجال الاعمال ولكن يجب ربط مصلحة العمل بحقوق العمال وتحسين مطالبهم المعيشية   #  #
0,  لا أدري ماذا تفعل السفارة السعودية؟ كاتب تركي نشر قبل أيام مقالا في أشهر موقع إخباري تركي يقول إن السعوديين لا يحبون علي رضي الله عنه ++
1, لووووول يلا 
0,كنت احسبك شمسٍ واثر نورك سراج يطفي ليا وصل الهوى للفتيله  يقطعك يانورٍ علي الزيف وهاج ويقطعك يابرقٍ خدعنا مخيله
0,الحل انك تقول لهم كل زق 
0, وعععععععيييد ، وععععوووود  تبببببببن ما احبكً 
0, اجل صباح وردي بهزيمة الزعيم مالومكم من يوم يومكم صباحاتكم نيله ههههههه
1,الساعه  وما دخلو الحبايب طيب متى متى خلني اشوفك متى الوقت يمشي وش هي ضروفك
1,  ما شرعت الزكاة والصدقة وتحريم الربا إلا ليعم المال جميع الناس بالعدل والقسط# # #
1,عجيييييب ،، هذي موهبه تستحق النعم   #
1,ლ ╹ ◡ ╹ ლ  آَمِيّـٍـِـنْآَمِيّـٍـِـنْآَمِيّـٍـِـنْ يَآرَبْ آلٌعَآلَمِِيِنْ  
1,الله يحفض البحرين وكل مسلم عايش عليهاا
0,‏​تبــَـــئ أختـــــصار الكَــــلأم ي كَــــرهـــي لليَ يحبــــونكـ ♡̷
1,  انا السما واللي يبي يشوفني فوق   هذا مكاني رغم صعيبات الاقدار 
1,ربنا أتتم لنا نورنا واغفر لنا إنك على كل شيء قدير
1,قمة الرومانسية  مروان خوري  قصر الشوق  كريم وفاطمة  
0,المرأة العربية ومفاهيمها مفهوم الدلال  عند المرأة العربيةيصيب  الزوج  بالاحباط  
0,عندما يسجن الحب بالغياب ، لتضمحلَ الأحاسيس ، حينها ستُجدب الأرض - فلن يعطي الماء الثمر بعضه وسيبخل الثمر على الإنسان فتبدأ رحلة الهلاك 
1,‏​‏​‏​‏​‏​‏​‏​‏​أسلى مع طيفك إلين أنتعشتك عـشآن مآحس بغيآبك على طول يآجعلهآ في ذمتك مآوحشتك؟ ترآك وآحشني ولآأدري وش أقول♥
1,بِسْــمِ اَللّهِ الرّحْمن الرّحيم      ☺
0,  قوى المعارضة البحرينية التعديلات الدستورية شكلية وللاستهلاك الاعلامي وتبقي الأزمة كماهي   # # #
0,هل سمعتم بضحايا الضحايا؟ اكيد، الفلسطينيون كانوا اوضح نموذج لهذه الحالة لكن بعض السوريين الآن ضحية لضحايا النظام #
0,  هؤلاء كروت يتم استخدامها من قطر وبعض الجهات ضد وطننا من تحريض وتهييج واحباط للشباب #قطر #السعودية # # #
0, حلاتك هكذا مهبول  #بيزنطيقيه
1,  يُقال  كل مآ هو واقع اليوم كان بالأمس حلما مستحيلاً  لذا س انتظر  #
1,خلك معي لك انتباهي ومسمعي ⁰وان مرني - باكرر فرح  ماا ابي احد يتقااسمه غيرك  معيّ ♡
1,  اهم شيء النفقه 
1,   تلقين خيير دكتوره أتمنى لكي واقع جميل 
1,  أحــرص عـلـى أمـك تـراهـا ثـمـيـنـه لـو تـجـمـع كـنـوز الـكـون مـا تـوصـل ثـمـنـهـا 
1,  روميو لو تتساقط بنات العالم امامي كالمطر لن يملأ عيني غيرج أنتي ‎#طالع‏ الخبل والله لو انا لاخذ جيس واجمع واجمع واذا ماكفى احط بمخابيي
0,نفسى أخلص من حالة البضان اللا متناهى اللى بتجيلى أول مامسك الكتاب
0,من يعين الحكام؟ مهازل تحكيمية في نهاية البطولة ولكارن في عطلة بكندا  
0, عندما نتوقف عن تعليم أولادنا ثقافةالأبوية و الانصياع لأوامر الكبير بدون نقاش عندها فقط سيكبر جيلنا ليجادل قبل أن ينصاع
0,       آن شكيت الحال محدن ليسموع  وان سكت الناس زادوني ملام  طال صبري والزمن عيا يطوع  والرجا باللي عيونه ما تنام 
1,“    هههههه الله يبارك لج بعيالج  واذا ماعندج احفاد ان شاءالله تشوفينهم قري  الله يسمع منكانا ع وشك اشووفهم
1,تطمّن ما شغل هالقلب[غـــــــيرگ]
1,"  كلمة    يـا ربّ   , تغنيني عن  ألف كتف أُسنِد رأسي إليه لـ  أبكي   "
0,  فــي نـآس تخصـص مــــغـــثـــه 
1,لۆ قلت عآدي غيآبگ لا تصدقني شِف آغلب آلنآس مآهي قد گلمتہآ مآهۆ آنآ بسّ بـ غيآبگ تضآيقني حتى قطر بعدگ آرتفعت حرآرتہآ♥ 
0,#سعادالشمري الله ياخذها هي وصوتها اللي يجيب المرضماجابوها اﻻ الحين بهالوقت على البانوراماتدبل التسبد عجوز بليس
1, عسى الله أن يطيل بعمرك ويحفظك لطفلتك وننعم نحن أيضاً بقراءة أحرفك الرائعه 
0,  مجــــنوني مـــــاني ميته عـــلــيك تبـــي تذلـــف اللــه مــــعاك #لقـــيت عـــاد ألـــي تهـــتم
1, شكراً ، بما أنه أنا مرا أحب كتابتك و اقرأ كتبك و أتابعك اتمنى تكتب شيء كذا فيه اسمي رغد يعني إذا ممكن بس ، شكراً ♡
1,  ياهلآ بك مساگ الله بالنور والرضا منور يابعدي
0,   اسهر انا والليل ع ذكراك  اناظر صورك وتنزل دموعي   غبت عني والقلب مثواك  محدن درا بي وحس بجوعي
1,“   دعاء الشيخ عبدالرحمن السديس على الطاغية بشار النجس    ريتويت لاخواننا السوريين المسضعفين””
0,صابني من [بارد] إحساسك  خمـــول
1,اشتقت إلى جدتي رحمها الله   #شوق #فراق
1,شفت النجوم أللي تعلت على الكون؟؟؟ غلاك عندي زاد حتى وصلها
1,# هههههههه يا نااااااااااااااااااااااااااااس
1,من اللباقه   أن تصغي مبتسماً لِ حديث تعرف تفاصيله ♥  
1,"ۈ نحٺاج ل إن      نبقى بَ قرب اللہ , يحميناا    من النفس ۈ من الاهواء    ۈ - اليأس ♡♡♡    ۈ ندعُوه بإن يغفر ۈ إن "
0,لا تـــــــطـــــــــوّل الغـــــيـــبـــه  غــــيـابـكـ مصيبـــــــــه♥
0,نتغشــمر ،  نضحــك ، نغلـــط لكن إلآ آلمذلــھہ  آبيع عشرتــك و آبيعـــگ #  ؛
1,  يارب طلبتك  عفوك ، سترك ، رضاك ، رحمتك ، الجنة ، و حسن الخاتمة
0,ياللـَي مـَاخذنـي مـَنـي  مـَنـہـو مـَنـي خـَذاگ ؟
1,  إجتماع بين بيرلسكوني و الوليد بن طلال  ابدى فيه الوليد رغبته في شراء آسهم نادي ميلان  وربما يكون المالك الجديد لميلان 
1,  الف الف مبرووك يا الذيب وفالكم التوفيق بالاسيوية 
1, اللهم ابسط على أبي من بركاتك ورحمتك ورزقك ♥
1,  اصــــبحنا واصـــبح الملـــك لله ♥
1, مالهم الا الذيابي طويل العمر يسدد عنهم خخخخخخ
0,شفت  الغبآار اللي ملا جونا تو ⁰      كنه نظر  عيني  ليا غبت عنها⁰ غيبتك عن عيني تعكر لها الجو ⁰    وآضيق من  غيبتك  و آموت منها <
1,بس آغآر وغيرهہ آلعآشق ردييہہ ♥
1,    يسلمووووو ياذوق
1,الـلـهـم انـي اسـتـودعـك قـلـبـي فـلا تـجـعـل فـيـه احـدا سـواك ♡
1,# #   الحمد لله ابن عمتي و٢ زمايله اللي كانوا مستخبيين في العباسية خرجوا  # #
0,  #الاخوانالمسلمين  كـــذبه على الأمه الأسلاميه بأكملها   و#الاتحادالطلابي  خرفان  الاخوان وعدس يا عدس وعدس يا عدس #سيدرفاعيالرفاعي
0,يبي يسب على راحته 
1,  هههههههههههههههااااااي
0,   أكبر وجعَ لمآ يهملكك شخصصَ كآن يقولككِ  - آللہَ لآيحرمني منگ”
0,النومه بدون منبه دماااااار  
0," والله الحين البنات عيونهم زايغة ,, ما عاد فيه حب من مواقف"
1, الأحتـرام  لا يدل على حب  إنما يدل على حسن التربية [ أحترم حتى لو لم تحـب ] ♥
0,  ها شفتيها  شنو قتلچ هذي وحده تكرهني 😔
1, مساء الجوري
1,  من حكمة الحياة أبقِ للصلح موضعاً فقد يكون عدو اليوم صديق الغد، وقد تحتاجه، فلا تقطع الروابط والجسور هل حدث هذا لك يوماً ما؟
0,                                                                                   لا ياريم 
0,نغادر غرفنا،ونتجول في المنزل      نلقي نظرة على كل الأشياء ونعود ،  نظن انه ملل؟ بينما هو احتياج لاشياء مفقوده
1,  آستغفروآ آلله ♡♡             نعوذ باللہ من خمولنا ، برودنا  واكتئاباتنا المُتزايده  نعوذ باللہ من شقاائنا وتعااستنا وهمومناا العابرة
1,‏​اللهم اكتب لي رضاك وعونك ونجواك واكفني واغنني عمن سواك
1,صباح الخير ،جمعة مباركة -
1,  اللّهم جملنا بـ قلبٍ رحيم و عقلٍ حكيم و نفسٍ صبوره❤
0,فقط في السعوديه كلمه نعم تعني اذا في امك خير عد كلامك
1,ربي سامحني عندما أتذمـر لشيء لم تكتبـه لي   [ ف  أنا أجهل حكمتك ] ♥
0,لن يبقى كل شيء على حاله حتى الشمس يوماً ما ستشرق غرباً لتعلن النهاية
0, ايه والله يقتلون الابداع اللي بداخلك زين ماخلوك لحاق كور
0,  فرق انجلترا تلقّب اليونايتد بنادي الخنازير  وهو زعيمهم  اذا كان زعيمهم خنزير كما يدعون  وهو فوقهم دائماً  فمن انتم ؟؟
0,بعض القلوب  الملامح الأصوات الأشواق و الذكريات  لابد أن نجبر أنفسنا نسيانها لنكون بخير 
1, شو هالدلع و الحلاوه يا قلبي لو تعمليلي فولو
1,    السمار لون يجنن وبعدين التان يوحد لون الجسم كله  واذا تعرفين مكان يسون التان فيه ميه ميه  قوووليلييي 
1,  تعلم عالم الفوتوشوب خطوة بخطوة مجانا صورة          
0,ﻋﺎﻟج ﺎهمالك ، ۅﺗﻟﻗﺎني ﻋلى ﺧﺑرك ﻣﺎني ﺑﻣﺟﺑۅر في ۅﺻﻟك ۅﮬﺟرﺎﻧك #
1,فيّ ، خاافقيٌ تگبرَ ’          ﻣﻋﻌزههہُ  معااليگ          ۆلۆ تبتديّ بّ ﺎلھجر $$        ۆﺎللهہ مّ ظنتيُ ﺎجفااگ ♥ ‏​
0,  العجب كل العجب من امة ليس لها الا الكلام    ربما الايام القادمة حبلى بشيئ آخر اقول ربما
1,عندما يستوقفنيي حديث عابر يشبهني او يكاد يلامس قلبي أتسأل هل يخلق من المشاعر أربعين شبه
0,"  لو سمعتم ما يقال خلف ظهوركم , لتعجبتم ممن يبتسمون أمام وجوهكم  <"
0,     والحرق حرق الدم يغلي  في قلبي كما القدور والموت موت الحر من شدة الضيم يالله ما أكبره
0,  عشان كنت بحترم الاشعل لغاية تنازله للشاطر والمؤتمر اللي عمله مع المرشد
1,بكل صبيحة تاتيك بشرى  تبسم ان بعد العسر يسرا    صباح الخير  😊
0,  ايه كلام اطفال الشوارع ده
0,بـس لـيـتـه مـآ يـطـول لا نـوى هـجـرانـي   كيف حتى اسمه على سمعتي أليا نادوبه  ألتفت كـنه نطـق باسمـي و أحسبه جاني
1,  { إِنَّ اللَّهَ وَمَلَائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ يَاأَيُّهَا الَّذِينَ آمَنُوا صَلُّوا عَلَيْهِ وَسَلِّمُوا تَسْلِيمًا }
0,آلذَوْق  لَيْسَ أَنْ تُحْبٌ شَيْئَآ  جَميلاً   فَقَطْ بَلْ أَنْ  لاَ تَسْتَقْبِحْ  مَايُحِبُهْ آلنَآسْ حَتى لو لم تَكنْ  تُحِبْهُ  😊
0,  “ اكثر شي ممكن يقهرني فالحياه  آن الخميس يضيع على ولا شي  تجيني الصيحه ”
0,  استر يارب اصبح المصرى يقتل اخيه ما ابشع ذلك
1,  لوَ آنهم وضعوا آلقرآن الكريم المنهج الوحيد فيّ مدآرسنا        ودرسناه بإعجازه العلمي وَالتشريعي وَ اللغوي لخرجنا به أمة تقود آمم  ♥☹
0,    لا تجي بصيغه الطنزه  والصدمه
1,‏​‏​‏​‏​‏​‏​مهما اختفت من حياتك أمور ظننت انها  سبب سعادتك  تأكد ان الله صرفها عنك قبل أن تكون  سبب في تعاستك 🍓كااافي🍓
1,ﺳـأﺑﻗـى كـــــمــآ انــــــا ﻣﮬﻣآ ﻗآﺑﻟت ﻣ̝̚ن اﺷﺧآص  فأﺳﻟوﺑي ﻟن ﯾﺗﻏﯾر # و اﺣﭠرآﻣي ﮬو اﻟاﺳآس
0,❜  ‏​‏​الخميس      ھ    ‏​مر نصَف السَنہ الأوُل ‏​ يآترّى ماذآ حققنآ ‏​وبقي نصف السنہ ‏​مآذا سنحقّق ؟؟  ﹍﹍﹍﹍  
0,البيئة  قراءات محطات رصد ملوثات الهواء في الجهراء وسعد العبدالله والمطلاع طبيعية حتى الآن   طبعاً انتم اذا مات الواحد تقولون،،تصدق مات ؟
0,الأربعاء الأسود  
1,حلا التركعبارة عن أمصل وأبثر بزر شفتها بحياتي ~☺~
0,    ‏​‏​‏​‏​‏بعض البنات إذا سوو نفسهم فاهمين بالكورة  •ΡɪƆ        لـ الضحك فقط لأحد ينبرش 
0,يضـايقنـي اللـي تسويه وأسكت لأجل ما أضايقك وأراقب أفعالك وأحتــــرق وأقـول الله يسـٓــامحـك
1,شــوفــتــه غــيــر وضــمـتــه آحـســاس ثــاني ♥
0, هاهاها دقيقة اكو شرطة
0,"حينمآ لآ يعُجبني احَدهم لنْ اكرهُه  بل  سآجعله هوَ منْ يكرهُني ,, ♥"
0,حينما يستخدم من حولك  يجب عليك  ،،  فعلم انها وسيله لتعطيل حياتك   #رأيي
