sentiment,txt
0,"بجد كدة اوفر اوفر "" انت قررت تنتخب السيسى!! مع ان حمدين صحبك وكنت معاه!! وكأن افكار السيسى غير افكار حمدين!! #محمود سعد #متآ…"
0,#انتخبوا_العرص #ابن_اليهودية #الام_المثالية #الانقلاب_حلاوة_روح #انتخبوا_العرص
0,أولا: الموضوع مش فيه تفاصيل ثانيا: اللينك لا يعمل ثالثا: التعليق ع الصورة خاص بمقال مختلف تماماً الخلاصة: مفيش فايدة #22
0,ضد الانقلاب: اعتداءات وحشية على المتظاهرين المتجهين للتحرير مع الانقلاب: الله يرحم العصير والجوايز للمتظاهرين فى التحرير
0,الشيخ حسان يؤكد ان مرسي يمتلك شرعية قرانية وشرعية نبوية الى متى هذه التجارة بالدين بالمناسبة اين أموال التبرعات التى جمعها الشيخ حسان
1,امير عيد هو اللي فعلا يتقال عليه ستريكر صريح #كاريوكي #السكة_شمال
0,نيويورك تايمز: الانقلاب دراكولا يبطش بالصحافة
0,أجدع حاجة ان التيتى قصدى #السيسى كل ما يحاول يعمل شو اعلامى فى صورة تتقلب عليه #هاشتاج سخرية وده يبين انه حمار اخر حاجة #السيسى_هايصالح
0,شفيق مين ده مش هيجيب أصوات عيلته وبعدين #فسسسسسسس
1,ياخى الفجيكات دول يتحبوا من غير مقدمات كده :) #نوبة
1,"الاعلامي محمد فودة يعقد مؤتمرا جماهيريا غدا بمدينة #زفتى بحضور الفنانة #غادة_عبدالرازق لدعم المرشح #عبدالفتاح_السيسي # إلعب ياسيسي:)"""
0,الليلة11مساء نستمرفي كشف إغراض الجزيرة وحملتها الداعمة لتنظيم الاخوان الإرهابي مستخدمين تقاريربعدسة الجزيرة نفسها #مصر #الإمارات #لبنان #قطر
1,قرار رئيس الجمهورية بعودة البرلمان للانعقاد صحيح و التنفيذ الصحيح لحكم المحكمة الدستورية يكون في الإنتخابات القادمة
1,انا فعلا نفسي تحصل منظره بين #حمدين و #السيسي
1,إن ذكر الرحمن يُذهب الأحزان #أحبك_ربي
1,#الحرية_للإخوان #انصاف_الاخوان
1,''وما النصر اﻻ من عند الله''
0,"قرارات مرسي ""انتقامية"""
0,واحد بيطبل بقاله 3 سنين وفي الأخر مش عايزينه يبقى في حملة #السيسي؟ الراجل إجتهد و صوابعه ورمت،،عن #حازم_عبد_العظيم أتحدث !!
1,أشكرك يا خالد
0,8ب وبعد عزل إجباري للرئيس المدني المنتخب كنت أتمنى أن لا يحدث باحترام الإخوان للجوهر الحقيقي للديمقراطية متمثلا في طلب الشعب التغيير
1,أتممت مهمتي كعضو لجنة تحكيم في مهرجان فينيسيا اليوم شاهدت 20 عرض وراضي بشكل عام عن نتيجة الأوريزونتي التي ستعلن في الختام كمان ساعتين
0,وجهة نظر ساذجة تقول أن من ناضل في الماضي يحق له أن يتحول إلى ندل اليوم
1,سيادة الرئيس، أنا أحترمك بقدر احترامك للمحكمة الدستورية
0,كنت تأجل وتيجي منك بجميلة وتعمل فيها قعر مجلس وكبير العائلة بس هتقول إيه الغباء السياسي صنعة
1,ستظل ذكرى استشهاد البطل عبد المنعم رياض تخليدا لملحمة مضيئة من أنصع صفحات التاريخ المصرى ورمزا لبطولات معركة الاستنزاف تحية له فى ذكراه
0,لم أتحدث مع ال خلال الأيام الماضية على الإطلاق والخبر المتداول على بعض المواقع والمنسوب إلي بشأن تطورات الأحداث في مصر كاذب ومفبرك
0,السباحة إزاى السياح ييجوا و محافظ الأقصر إرهابي
0,انت بضان ياض؟
1,صدق من قال لاتستطيع شراء الاخوان لانهم قوم لاسعر لهم لايبيعون آخرتهم بدنياهم لايرضون بغيررضى الله بديلا لله درهم وطوبى لهم #انصاف_الاخوان
0,بلطجة الإخوان والإعتداء على الإعلاميين بمحيط اكاديمية الشرطة #السادة_المحترمون
1,مصر اليوم حرة بارك الله في شعب مصر
0,ماعنديش فلتر بين مخى ولسانى دى مصيبة الل بفكر فيه بقوله #عادة #زفت #اعتراف
1,لمصر شعب يحميها رب أجعل هذا البلد آمنا مطمئنا
1,نحب اللغة العربية لأنها لغة القرآن ولأن نبيّنا عربي ولأنها لغة أهل الجنة #اليوم_العالمي_للغة_العربية #غرد_بصورة
0,شفت كل شي بالحياه بس اول مرة اشوف شب حامل طبلة بالرابية بطبل عشان ال #عشنا_وشفنا
1,مفاجأة رد الشيخ حازم على فتوى برهامى الاخيره: فك الله أسرك يا إمام يا من علمتناكيف نحياكراما #سنحيا_كراما بإذن الله
1,#نبض_الاخوان ا #عصام_سلطان و ثبات على المبدأ احنا مش حانقدم أى تنازل ومش حانعترف وحانتحبس مش مهم كل
0,بمناسبة عيد تحرير #سينا السيد الرئيس السادة صناع القرار يحرقكم الله اسقطوا #كامب_ديفيد
1,وبحبك يا #زمالك
0,الماظة:لابد من معايرة العدادات وتوحيد التعريفة لكل القاطنين،التقديرات الجزافية ظلم ولابد أن تتوقف
0,انا لو نفسي اخطط و ارتب و اصرف فلوس الدنيا عشان اشوه الاخوان مش حاعرف اخترع حد زي صفوت حجازي
0,نزلنا نأييدك ومفيش حاجة اتغيرت وبقينا مسخة للعالم …
1,فريق الوعد #إنصاف_الإخوان
1,اول مرة أشوف مناظرة بدون مقاطعة ولا صراخ وكل طرف واخد وقته في الكلام،أحيي #يوسف_الحسيني لإدارة الحوار بهذا الرقي
1,يوما ما سيدرس أولادنا شجاعة المرأة المصرية التى تجلت في الثورة صلابة بنات مصر مثل نوارة وغادة كمال وسميرة ابراهيم تجعلني فخورا باني مصري
1,أرى أن النظام المختلط بين النظام البرلماني والنظام الرئاسي هو الانسب لنا هذه الفترة التى تتوزع فيه السلطة
1,سبحان الله وآلحمد لله ولا إله إلا الله ولآ حول ولآ قوة إلا بالله والله أكبر واستغفر الله #اذكر_الله #غرد_بذكر_الله 41
1,بسمة أمل - خلى خيرك لكل الناس --------------------------------------------- يروي لي أسامه و هو شاب سوري
0,اغرب ما يحدث ان تنتقد أشخاصا ينتمون الى الاسلام السياسي فيعاجلونك باتهام رهيب انك ضد الاسلام كيف ولماذا يحس انسان بانه هو الاسلام
0,اظن ان من افسد شيئا فعليه اصلاحه يجب اعلان الجماعه الاسلاميه والاخوان منظمات ارهابية واصلاح ما افسدو…
1,ممكن امك تكون بتحب الفسيخ بس عيالها وجوزها اللي هو ابوك يعني مش بيحبوه وتكون نفسها فيه بس ماتكلوش عشانهم هي ديه #الأم_المثالية
1,شكراً لك ِأيتها المرأة لجعلكِ العالم أكثر جمالاً و روعة لا تتخلي عن أحلامكِ وحقوقك #اليوم_العالمي_للمرأة #ريتويت
0,#محمود_سعد اعلامي قذر بعد اذاعة فيديو خيانة #حمدين قال لم اسمعه جيدا ولم يعلق عليه لانه ليس اعلامي بل افاق ومنافق حقير 4
0,استمعت للعمال: لا حق في انشاء نقابات مستقلة، 8 مليون بعقود مؤقتة، استبعاد 30 ألف مرشح من الاتخابات النقابية، عدم وجود حد إنساني لللأجور
0,انها قنبلة موقوتة استمر فى تطبيق قانون الطوارىء و خاطر بالانفجار
1,الصداقة تزرع الحياة أزهارًا #مي_زيادة
0,#حمدين_صباحى بيقول برنامجة هيتحقق في ٩ شهور ، بس مقالش هيبقي طبيعي و لا قيصري و في مستشفي اية !!!! الرحمة يا رب
1,خطاب مرسي بداية جيدة نتمنى ان يكون ذلك بداية لتوحيد الصفوف ضد العسكر
1,"تسلم لي عيونك يا آحلى #شيرين ♡ "" روحي شيرين محمد العراقي الجريح"
1,73 الله يبارك فيك الحمدلله شدو الرحال من لندن الى ليفربول كانو واثقين خلفهم العظيم مورينهو #صيعري #صحافه #اعلام
0,لاول مرة فى تاريخ الاسلام يهتف المصلون ضد خطيب الجمعة (قاتل) الداعية سالم عبد الجليل عبد البيادة نال ما يستحقه
1,#وانا_صغير_كنت دايم أسوي زي كذا ☺️
0,إخلع أي ملابس حمراء ترتديها، جنود الموت حولك لن يرحموك، كما لم تمنعهم براءة أنس وطفولته من قتله ٥ #مذبحة_بورسعيد
0,لا اعترف بدستور مسلوق على عجل خوفا من حكم المحكمة ببطلان اللجنة التى كتبته0لا اعترف برئيس يعطل القانون رئيسكم ديكتاتور ودستوركم باطل
1,يارب اجعلها لليلةة فرح لعشاق العالمي بالتوفيق ي نصرنا #النصر_الشباب
1,الحمد لله أن لي ربايغفر الذنبويقبل التوب حليمستيرغفوررحيمجبارعليمحكيم تعرف إلى الله بأسمائه وصفاته #أح…
0,الإرهاب نهايته 'مزبلة التاريخ'
1,في فن من أرقي الفنون في العالم تعلمناه من حبيبنا المصطفي إنه فن تجميع القلوب تعالوا نتعرف علي الفن ده و
1,الصلح خير قوم نتصالح #المشير
1,د علاء الأسواني: ماذا يريد أنصار الأخوان من اسكندر طوس ؟! >> أقرأ المقال كاملاً على هذا الرابط : … …
0,سيبك انت بس السيسي راعبهم #انتخبوا_البرص
0,#اعرفوهم #انقلاب_مصر #يسقط_حكم_العسكر #الداخلية_بلطجية #الحرية لنور الدين محمود 15سنة #الدقهلية طالب بالثانوي الأزهري
1,د عبد المنعم أبو الفتوح : جمال عبد الناصر كان مثلنا الاعلى في شبابنا وحتى نكسة 67 في برنامج أنت وضميرك على قناة دريم
1,الجيل الحالي مثقف ومتفتح ويحسن فهم الناس #السادة_المحترمون
0,"زي النهار الطفل لما ينفلت من بين أيادي الضلمة ويشقشق أنا شفت روح الحق لما إتسللت صرخت وفي وش الخرس إنطق""عمار وفؤاد حجاج"
0,قتل صحفيين ابرياء اعتقال وسجن صحفيين ظلما ترهيب صحفيين ومنعهم من عملهم حرية الصحافة ترقص على واحدة ونص
0,كيف لمرشدٍ تفوَّه للغنمِ بماءٍ تعلو على المرسي هل القائد يدلدل القدم دون أن يمتطي الكرسي تباً للصمت هلال الفشل ودمت أبيّ يا مصري
1,شكرا على مشاعرك الطيبة
0,مشاهد مؤلمة لاستمرار الجيش المصري في تفجير منازل اهالي رفح شمال #سيناء #حسبنا الله ونعم الوكيل
0,١ كل قادة الانقلاب والحكومة والداخلية والاعلام الذين اتهموا الاخوان باستخدام الدين هم أكثر الناس استخداما له،
1,#عيد_الأم الام هي عيد الحياة
0,عندما يسكت الإخوان على بذاءات الشيوخ المؤيدين لهم وتطاولهم على الأعراض فوق المنابر فلا تفرحوا كثيرا لأنكم ستكتوون بنار البذاءة والسفالة
1,انت الوحيد اللي قلبي يبتسم لحكيك من جماله
0,و القضاء بقى حلو دلوقتي عشان قفل قناة مش عاجبانا؟مش ده القضاء الفاسد المسيس بتاع مبارك اللي حل المجلس؟ بقى فلة دلوقتي؟
0,الانقلاب يدمر ثورة 25 يناير بدأوا بالاخوان وتحولوا للكتل الثورية من الشباب واليوم يذبحون الالتراس
1,واللى ماتوا فى #بورسعيد عشان رجال ، لما قاوموا حُكم #عسكر كالجبال ️
0,أزهى عصور اللخفنة
1,لا سكر ولا زيت ولا غيره ومن يكتب هذا يردد كلاما فارغا وبالمناسبة سادعو قريبا لجمع تبرعات لقسم الحروق بجامعة أسيوط وهو في حالة سيئة جدا
0,#اوعى_تنسى طوابير السيسي و اخونه المقابر و زرع فى مل عائله جرح عميق لسه فاكر و انت نسيت؟؟
0,هما فاكرين إن البلوك زعلده أنا كنت باحب أخدم بسلكن طالما لازمهم حرق دم ومالهيالله هاروح أفطر سيمون فيميهسلام يامعفنيين
1,ألمصريين أحرار !!!!!
1,برطمان حنية مليان زيادة وماشي بيدلدق #الأسد
0,#الببلاوى: اعتبار #الإخوان #جماعة_إرهابية قرار سياسى وليس قانونيا (لن تنقذ رقبتك مهما حاولت أيها المجرم فدماء الآلاف في رقبتك وشركائك)
1,د علاء الأسواني: ما هي آليات التحول الديموقراطي الذي تحيد عنه السلطة الحالية ؟!> أقرأ المقال كاملاً >> … … …
1,البرادعي قال علي رموز مصر اللي كان يقف معهم زباليين والسيسي قال لعامه الشعب انتو نور عنيناعلشان كده #سأنتخب_السيسي #تحيا_…
1,العالم سيشهد تجربة انتخابية بمصر لا مثيل لها وتربطنا مصالح مشتركة بإثيوبيا …
1,وحياة قلبي وأفراحه️ #الشباب_الاهلي ٣-٠
1,ابتسامتك ^_^ #خلق_جميل
1,مااحلى شعارك ومدافعك ياقنرررزز #ارسنال
1,2 ألف شكر
0,العبوات الناسفة والسيارات المفخخة مسرحيات هزلية عفا عليها الزمن ولم تعد تؤثر على الرأي العام نقول للسيسي كان المالكي أش…
0,إمسك فلول !!
0,بعد تبرئة سائق حمدين صباحى المتلبس بحمل السلاح وسرقة الآثار كتبت لكم انه سيسير مطيعا خلف الانقلاب، امس قال انه يؤيد سيسي لو ترشح للرئاسة
1,الدراما المصرية في تقدم مبهر مسلسل #نيران_صديقة راااائع جداً جداً
1,#أسم_فيلم_بتحبه أسف على الإزعاج
1,بس اعلان فودافون الجديد بتاع عمرو دياب دا حوار😍.
1,#اليوم_العالمي_للغة_العربية يفترض لها كل يوم وكل ساعة؟ لغة القرآن الذي نتلوه يوميا لغة التعليم المدرسي لغة العبادات لغة امة الخير
1,ياقوة الله ياقوة الشعب
0,رئيس حزب النور الوهابي ظهر على الجزيرة وظل يلعن في وثيقة السلمي عندما قال له المذيع ان المجلس العسكري المسئول الاول عن الوثيقة رفض التعليق
1,لاجديد ! فجمهور #شبكة_المجد يملكون من الوفاء والولاء ما تعجز عنه حروف الشكر والثناء مبادرة #بادرة_مجداوية لا نملك نحوها …
1,تدوينة هامة
0,حمدين فرصته ضعيفة أبو الفتوح أقوى و بعدين #فسسسسس
0,الاشتباكات اللي حصلت يتحملها الجميع لكن الخطأ السياسي كان القرار بالدعوة لمظاهرة مؤيدة للرئيس في نفس مكان وزمان مظاهرة معارضة
0,الجزار الفاشل يحضر الآن سكينه لكي يذبح بعض كباش الفداء قبل أن يكتشف أن المشكلة أعمق من فشل الأشخاص فهي مشكلة فشل سياسات
0,بيعتوا حريتكم عشان تعيشوا وتاكلوا بس حتى دي استخسروها فيكوا :)) #غلاء_الغاز ومن بعده #البنزين ومش هتقدروا تفتحوا بئكوا
0,2د بل وأغراهم بالفعلة الإجرامية المتمثلة في تهديد المجتمع بالعنف، وبالتحريض على ممارسته باسم شرعية سقطت، وبالشحن الطائفي والمذهبي
1,"باقي على #رمضان 69 يوما تقريباً وتبدا القصه الجميله وتعلو المساجد بأصوات التراويح اللهم بلغنا رمضان لا فاقدين ولا مفقودين ♡"""
0,لو الانتخابات لم تزور لكان شفيق خسر حتما وأتوقع منك الا تشارك في هذه المسرحية التى لديها من المخالفات ما يبطل عشر انتخابات
1,أينما وجد العدل فثم شرع الله
1,الرجوع للحق فضيلة حمد الله على سلامة أحمد السيد النجار
1,ادعوكم لقراءة مقالة رائعة كتبها آصاحبي محمد يسري سلامة من ٩شهورعن مغبة شيطنة الميدان من اباخوان والتي ستنقلب عليهم
1,بنات عمارة انت الامل فى العيون #بنات_هندسة
1,"#السعاده ان يكون من نحب بخير وعافيه فنحن نشعر بهم ونهتم لامرهم حتى لو لم نراهم 3"""
1,أَسْتَغْفِرُ اللَّهَ الَّذِي لا إِلَه إِلا هُوَ الْحَيُّ الْقَيُّومُ وَأَتُوبُ إِلَيْه #غرد_بذكر_الله
1,"سحر النوم والراحة مع #مصطفى_حسني ،، جميلة =)"""
0,قلب الوطن مجروح لا يحتمل دين ام #عسكر #منير
1,صحف العالم تتحدث بدهشة عن صمود وعظمة وبسالة المصري فى مواجهة دموية الانقلاب هل هتاك شعب يحب بلده مثل المصريين؟ نصرنا قادم ان شاء الله
0,"أيمن يونس يؤكد:الزمالك لا يشارك فى دورة فى قطر لموقفها من مصر, حكومتك يا كابشن بتتفاوض مع قطر عشان تشحت غاز"
1,"حمزاوى يؤكد احترامه للشرائع السماوية وتأييده لـ""المدنية"""
1,شاهد - آخر كلام: لماذا مليونية الجمعة 8 يوليو # والد أحد شهداء
0,دماغ الداخلية البايظة
1,أنا ارشح قيادات وشرعيي #جبهة_النصرة لنيل جائزة #أوسكار في التأليف المسرحي وكتابة القصة الخيالية القصيرة #ريتويت إذا كنت مؤيداً
1,"الشتا اللي فات ""فيلم عظيم"" برافو"
1,#حمزة_نمرة انساان :)
0,#المطرية  #انتخبوا_العرص
0,رغم إن الصحافة رسالة إلا ان فيه صفحات كاملة بتتكلم عن #صافيناز #سما_المصري #حلاوة_روح ودي كارثة #2014
0,"#يوسف_الحسيني بالفيديو يفضح كذب قناة الجزيرة ويكشف تمثيل الاخوان دور الموتى!! """
0,#سؤال_برئ لبتوع #تويتر :: ايه الفرق بينك وبين الفيسبوك دلوقتي يابن المره #بروفايل_عره
0,د أبو الفتوح : مشكلتكم تحتاج لقرار ادارى والحكومة الحاليه ضعيفة لدرجة انها لا تستطيع اتخاذ قرار ولا بد من سرعة
1,48670715 _ قلت وأكرر المجد لعاصري الليمون لأن وجودهم على رأس معارضي مرسي الآن هو ماينفي عنها تهم الفلولية
0,بابا الازهر دعا لقتال معارضى الانقلابى وكشف جهله بالقرأن الى اقصى درجة تشعر بجهله فى حديثه عن الجزية اخر لخبطة
1,#إبراهيم_محلب هايدخل التاريخ وهايحل مشكلة سد النهضة وإبقو إفتكرو إن مدرستى#دى_لاسال قدمت هدية لمصر من أحد خريجيها الناجحين
0,على الاخوان انهم يعرفوا ان الشعب بعد شويه هو اللى هيتعامل معهم بالتى هى لو استمروا فى نهجهم الإرهابي و المتطرف
0,اسألوا #البرادعي عما فعله في #العراق #البرادعى_طلع_جاسوس #باسم_طلع_حرامي …
0,صورة وشهادة الزميلة داليا رضوان عن واقعة الإعتداء عليها من قبل الداخلية بسبب دبوس عليه 6 ابريل #الداخلية_بلطجية
1,الثورة المصرية وحدت المصريين في نسيج واحد تكاتف المصريون جميعا لإسقاط النظام وحموا بعضهم بعض في ظل غياب امني كامل
1,وكل عيد قيامة وأنتم ومصر بخير
1,#ماهر زين ناااس تشبهلنا : ^_^
1,كرنڤال دولي بحضور #الملك مبروك لـ #الشباب_بطل_كأس_الملك ولـ #الشعب_السعودي_الشقيق #ملعب_الجوهرة #نحبك_ياملكنا_عبدالله 
1,#تحيا_مصر ✌ 😁 #سأنتخب_السيسي
1,موقف محترم حذر الأمير خالد بن طلال بن عبد العزيز عضو العائلة المالكة بالسعودية أن إجازة الخروج على الرئيس مرسي
1,اليوم انتصار للإسلام
1,أسامة غريب تشرفت بالدفاع عن الكاتب الساخر المعروف الأستاذ أسامة غريب فى قضايا الرأى التى كان يحاكم فيها أيام
1,انتهيت من أداء العمرة فإنه منظر عظيم أن تجد الملايين يستغيث ون بالله تعالى يا رب انصرنا و احفظ بلادنا و افتح
0,اطلقوا اسم رابعة العدوية على مدرسة بالمغرب وحديقة بتركيا والانقلاب يطمسها مع اشارتها ليخفوا اكبر مذبحة فى تاريخ مصر
0,الغشيم فعلا يا هيموتك يا هيزنقك تموته أخطر خصم في الحقيقة
0,#مصر_الليلة فياض: الانقلابيون فعلوا ما لم يفعله كفار قريش عبر
1,#تحيا_مصر #مصر_جميلة #مصر_المحروسة #السيسي_هايصالح #السيسي_رئيسي_2014
0,"#إخوان باعو,,,#عسكر خانو!"
0,الى مينا وجورج وانطون غيروا اسماءكم على بروفيلكم قبل ما تشتمونى عشان المسألة متبقاش دين وعنصرية وفتنة قلة ادب وغباء كمان
0,ا*ا يا سلام روح أم #النائب_العام :)
0,دبلوماسية محشي الشبت مقال اليوم في الشروق ياريت مرسي يبقى يدي للشعب وصفة محشي الشبت نبقى طلعنا منه بحاجة
0,#خالد_علي: رفع الدعم عن الكهرباء والغاز والسولار والبنزين إجرام سياسى ضد الفقراء #حرامية_الدعم اللي بيدعموا
0,"شاهد - آخر كلام: ""تأشيرة براني"" نصابون برخصة حكومية #"
1,هو اللي عيونه ندوني مالعالم كله خدوني
0,من بوابة الأهرام الأسلوب الحقير للصهاينه استخدم من قبل مع اخرين
1,"أمير العمري: ""الشتا اللي فات"": شهادة سينمائية بليغة عن الثورة"
1,فلتقل خيرا أو لتصمت #خلق_جميل
1,#جمال #خيال #حقيقه #جميل #درر #حكم #أعجبني #حكمه #بقلمي #شوق #بوح #شعر #قصيد #رتويت خمس الاف متابع بـ 200 ريال 132
1,#ثوار #المرج #عزبة_النخل #المطرية #عين_شمس ما نبقاش رجالة لو ماطلعناش ال 5 سيدات من #قسم #المرج الليلة #مرسي #الاخوان #انتخبوا_العرص ~ٍ
0,في عهد مرسي تم قتل 134 مواطنا واعتقال 3400 مواطن مورس عليهم تعذيب بشع وهناك عشرون حالة اغتصاب للرجال لماذا لم تعترض امريكا على حليفها مرسي
0,7 يعني الأول يجي #العرص يخطف الرئيس وبعدين يدي راقصة #الأم_المثالية وبعدين #نكاح_الكاراتيه ودلوقت بطولة #شباب_يمص شيشة وبعدين؟
0,بالفيديو عكاشة: والله #هيفاء_وهبي ست مش طرية واللى يتجوزها يبقى خد خازوق !! #بوابة_القاهرة #مصر #توفيق_عكاشة
1,سعدت بلقاء أهالى المنصورة و فخور بأعضاء حملتي بالدقهلية الذين اتاحوا لي هذا اللقاء ورتبوا زيارة الكنيسة ولقاء القوى السياسية
1,لا تنتصر لنفسك و لكن انتصر للحق و تعلم من الإمام الشافعى حين قال : ما ناظرت أحداً قط إلا تمنيت أن يجرى الله الحق على لسانه
